ds,y,anomaly_score,anomaly
2021-01-01,49.83284749699912,0.27674148375155905,1
2021-01-02,51.04488155967405,0.27674148375155905,1
2021-01-03,53.114587121728235,0.27674148375155905,1
2021-01-04,54.27137390598477,0.27674148375155905,1
2021-01-05,51.251617497257364,0.27674148375155905,1
2021-01-06,55.571197350467294,0.27674148375155905,1
2021-01-07,52.39943670341136,0.27674148375155905,1
2021-01-08,53.606944403942016,0.2591912968590298,1
2021-01-09,51.155094420904085,0.2581496574799119,1
2021-01-10,53.679777912238485,0.25505561208485966,1
2021-01-11,52.42611335875755,0.24977723145825032,1
2021-01-12,58.81515639281394,0.25433149988675186,1
2021-01-13,58.29788650686682,0.1876793780250764,1
2021-01-14,54.90353027377727,0.2018668856175725,1
2021-01-15,55.78280842001471,0.20631896140183353,1
2021-01-16,55.280146606905866,0.2458073403823146,1
2021-01-17,57.36075620737111,0.24087204077860414,1
2021-01-18,56.640217007166086,0.21836988123335765,1
2021-01-19,60.69530705988045,0.25460234146392835,1
2021-01-20,56.07162134379692,0.25142179963095984,1
2021-01-21,57.26926244262732,0.24922943087678412,1
2021-01-22,59.89433321226085,0.24642195344330342,1
2021-01-23,58.7927694996978,0.24778812259418703,1
2021-01-24,58.16784255767847,0.24493409534783467,1
2021-01-25,59.60904132488432,0.2516408922474668,1
2021-01-26,57.53336417840091,0.2318255344311227,1
2021-01-27,61.07826064666111,0.244377323825604,1
2021-01-28,58.53997162552697,0.21467161077119912,1
2021-01-29,61.322274698104636,0.2510826506533619,1
2021-01-30,62.274052350713184,0.26269251991225895,1
2021-01-31,60.59669438664657,0.24297102897071865,1
2021-02-01,60.427180733906965,0.23984379699083086,1
2021-02-02,59.652658067893945,0.17996919304003034,1
2021-02-03,61.32963259276298,0.18533383649071278,1
2021-02-04,60.833048116378265,0.0808064713396972,1
2021-02-05,61.67629926691733,0.09040636750813646,1
2021-02-06,64.19991145691246,0.15526982308900017,1
2021-02-07,59.32682393950162,0.1865722849358048,1
2021-02-08,61.105716384234256,0.17622836174499623,1
2021-02-09,58.93331434108893,0.19564151362224025,1
2021-02-10,60.72310113365088,0.19887287141300425,1
2021-02-11,59.50934653578866,0.20633217017540362,1
2021-02-12,59.39619679104678,0.24127319119818386,1
2021-02-13,56.27331615229687,0.2565520448282465,1
2021-02-14,57.09937337058115,0.2666204497953664,1
2021-02-15,60.027482586789006,0.25522888364509183,1
2021-02-16,56.30730546322281,0.2552340016221819,1
2021-02-17,57.13548110543374,0.23653576771917706,1
2021-02-18,55.15045441159611,0.25150313472669433,1
2021-02-19,57.033632441926834,0.21733178264770248,1
2021-02-20,58.57401412029932,0.22595184077952857,1
2021-02-21,55.18476285941549,0.24940462048883827,1
2021-02-22,57.44102999853366,0.19304542177220774,1
2021-02-23,52.415205717860125,0.2398297463608396,1
2021-02-24,55.892704918332896,0.24010595104479432,1
2021-02-25,52.015323297351664,0.23703062263002767,1
2021-02-26,52.01701325332203,0.23393581962910864,1
2021-02-27,54.58113581214622,0.2559208438135204,1
2021-02-28,51.20370024141094,0.27166180916646965,1
2021-03-01,55.21128810914808,0.2677784027088528,1
2021-03-02,49.382565365354715,0.2712098527499859,1
2021-03-03,49.551896771016224,0.26049596175756484,1
2021-03-04,49.68994087348779,0.2532812469884334,1
2021-03-05,51.08438693398945,0.25389723876496867,1
2021-03-06,50.161114222647726,0.26569317131810394,1
2021-03-07,48.234236581915965,0.25445696926410233,1
2021-03-08,49.53635460370531,0.1534104065237032,1
2021-03-09,50.09368277671056,0.15566178024783583,1
2021-03-10,45.27678039497191,0.2567897258126458,1
2021-03-11,48.11441222895183,0.26688193617068484,1
2021-03-12,47.87838559123695,0.2377683376873715,1
2021-03-13,43.67826859132571,0.25380896049969587,1
2021-03-14,48.216788543363585,0.25380896049969587,1
2021-03-15,46.35320782171955,0.26504619558921255,1
2021-03-16,45.874726636752975,0.25740689875885586,1
2021-03-17,41.24696551417529,0.25137205536695106,1
2021-03-18,46.89848269715946,0.25470893283514523,1
2021-03-19,44.81267843863071,0.26707440886037187,1
2021-03-20,42.39068188596633,0.2636796821294271,1
2021-03-21,45.77747986188837,0.2707667926844242,1
2021-03-22,42.24810182750204,0.25086943305276777,1
2021-03-23,43.038097065202244,0.26563186854220866,1
2021-03-24,39.28135814196237,0.2451874246705939,1
2021-03-25,42.71734304292266,0.2684527980392376,1
2021-03-26,39.23426518133389,0.25341313061266724,1
2021-03-27,44.179244757713704,0.24824747237787598,1
2021-03-28,40.47061736086813,0.28601727746994,1
2021-03-29,41.23635268554777,0.2840570160612015,1
2021-03-30,43.278414549944806,0.2840000858061424,1
2021-03-31,37.65890142702897,0.25470942465074053,1
2021-04-01,36.85917230541514,0.19616219674703628,1
2021-04-02,38.9314014470483,0.18870172225082604,1
2021-04-03,41.57130276770842,0.21807656123775615,1
2021-04-04,42.19934421080514,0.21914573417976269,1
2021-04-05,38.902482472145515,0.1989819094962091,1
2021-04-06,41.03010572621358,0.21773602020076555,1
2021-04-07,40.057237431577974,0.2500413890459574,1
2021-04-08,40.946753655914854,0.2155867569001632,1
2021-04-09,39.97532819317318,0.1870165470084748,1
2021-04-10,42.93999267496185,0.24804296401349096,1
2021-04-11,72.41083881699645,-0.0008776377932544488,-1
2021-04-12,41.40203458760414,0.006733681384614498,1
2021-04-13,38.822459392075835,7.82891966423227e-05,1
2021-04-14,39.120451175074884,-0.013910060100315369,-1
2021-04-15,44.27722236669321,0.002462455109429218,1
2021-04-16,43.751130698499864,-0.009740285098858492,-1
2021-04-17,41.532408003793165,-0.00097683781137059,-1
2021-04-18,42.475649022382306,0.2760940869710642,1
2021-04-19,40.91555760333139,0.2757787911231648,1
2021-04-20,38.92886951235664,0.2770027416273444,1
2021-04-21,41.32523235059061,0.2648300452087853,1
2021-04-22,41.546165795967795,0.2646388247664824,1
2021-04-23,40.6818107196773,0.20792105744748696,1
2021-04-24,43.39987914444081,0.26555696513514426,1
2021-04-25,46.3696976727179,0.25453862588665,1
2021-04-26,47.69064054320414,0.1717190151690311,1
2021-04-27,44.719365048580336,0.24055841537521416,1
2021-04-28,42.58500589451263,0.24973405385892633,1
2021-04-29,47.683893158464215,0.25417363915573526,1
2021-04-30,46.832445477890005,0.27172010525798107,1
2021-05-01,46.85378261905153,0.26779128909023764,1
2021-05-02,46.42093520945724,0.26779128909023764,1
2021-05-03,49.96865893622557,0.2617238255369145,1
2021-05-04,47.592686178241664,0.2613445448993197,1
2021-05-05,52.866655340749425,0.25163939922705164,1
2021-05-06,48.62997619064685,0.24909435203933988,1
2021-05-07,50.25633835639751,0.24755305357053514,1
2021-05-08,51.96102352619761,0.24565065071056658,1
2021-05-09,52.56307294745011,0.26379861629146434,1
2021-05-10,50.73329838043964,0.26965280641415806,1
2021-05-11,50.717939256048844,0.23715323377713088,1
2021-05-12,52.344016637785984,0.23862030247128846,1
2021-05-13,51.08541394625272,0.18009376780576636,1
2021-05-14,53.32652374027055,0.21125343810558983,1
2021-05-15,50.87526399461328,0.2180570096844302,1
2021-05-16,53.6713179160802,0.2317797300445653,1
2021-05-17,57.91524166225215,0.26593598520430556,1
2021-05-18,53.64141000405474,0.27496806651232786,1
2021-05-19,55.1086677842893,0.2639409159500023,1
2021-05-20,58.17142648279745,0.2450429915755189,1
2021-05-21,49.52547173373162,0.14421318640409808,1
2021-05-22,59.821895634338254,0.13579024600996004,1
2021-05-23,58.372854334092715,0.11573958898518255,1
2021-05-24,58.98190405651399,0.10464411264862405,1
2021-05-25,56.24146034208903,0.12888729302779645,1
2021-05-26,59.151077398221645,0.11958987374603924,1
2021-05-27,60.17276018209506,0.09236642402602502,1
2021-05-28,57.09977268347257,0.24699638938399443,1
2021-05-29,61.61437676463736,0.2576370265800894,1
2021-05-30,61.1894234439383,0.26512934315083,1
2021-05-31,60.274349445205324,0.26456709157192076,1
2021-06-01,59.85806677384689,0.23105266122953871,1
2021-06-02,63.76032381780481,0.23177695588241842,1
2021-06-03,57.907420850195756,0.22518314528564481,1
2021-06-04,58.8635363562853,0.23809094877889375,1
2021-06-05,58.882201282254215,0.25081654691324234,1
2021-06-06,62.547018231348304,0.22847235381487474,1
2021-06-07,58.862153817719246,0.23399124792654846,1
2021-06-08,59.09867334098295,0.23060600563030131,1
2021-06-09,64.16209211779201,0.22222671385378462,1
2021-06-10,58.92186726680015,0.2280853519251282,1
2021-06-11,62.30707465188498,0.19234744419473793,1
2021-06-12,58.127275435475795,0.2023818213980525,1
2021-06-13,58.176180657078135,0.22692488276944467,1
2021-06-14,58.33972780629923,0.22632548295748767,1
2021-06-15,61.328924387626756,0.20962791198898612,1
2021-06-16,60.650506464704236,0.26276779632593983,1
2021-06-17,58.88758865014613,0.26276779632593983,1
2021-06-18,58.80295459301531,0.24075476434290283,1
2021-06-19,58.129639905975644,0.24075476434290283,1
2021-06-20,59.31339040342824,0.21638035905422093,1
2021-06-21,55.94182399283168,0.2679293979814691,1
2021-06-22,57.05136879927474,0.24008162642088426,1
2021-06-23,59.83276246027324,0.23528723866821144,1
2021-06-24,54.67730732974874,0.2472198207533738,1
2021-06-25,59.567654388301094,0.24721710056663654,1
2021-06-26,55.03288098981208,0.2439873695421122,1
2021-06-27,53.65771398474685,0.24672981490295265,1
2021-06-28,57.16467125725258,0.24899221540908628,1
2021-06-29,52.03729923264009,0.19230071753036915,1
2021-06-30,53.78599103767799,0.24246420882117786,1
2021-07-01,53.19049361296436,0.23968990095269233,1
2021-07-02,54.532063112417795,0.24665781955042265,1
2021-07-03,53.476321774111995,0.2440428420474836,1
2021-07-04,53.01781696120201,0.24870926713603597,1
2021-07-05,50.83018357734883,0.23098519183044725,1
2021-07-06,50.49867952091374,0.25342848912446353,1
2021-07-07,50.95453772328789,0.24707961535442768,1
2021-07-08,47.679206807714074,0.2594687329001705,1
2021-07-09,48.65391252483395,0.2586977562604798,1
2021-07-10,52.51659967469784,0.26649564322013686,1
2021-07-11,48.43821131359284,0.24665392219119425,1
2021-07-12,46.58463011529034,0.25125620618938954,1
2021-07-13,48.013408624245855,0.2629149961401196,1
2021-07-14,48.75307622042772,0.2562199121963011,1
2021-07-15,46.91525258442721,0.26433202200466355,1
2021-07-16,40.93991543839502,0.1438022229271978,1
2021-07-17,45.72780064899826,0.24423450286162773,1
2021-07-18,41.772689175293124,0.2128616508668989,1
2021-07-19,46.908542080904134,0.20874366641903808,1
2021-07-20,45.7283926858662,0.22581743960075124,1
2021-07-21,45.6900922816686,0.2637181416118472,1
2021-07-22,42.39826923221814,0.255007393630719,1
2021-07-23,46.227945987465624,0.2782444577772076,1
2021-07-24,45.435655761623224,0.27869602636496377,1
2021-07-25,39.528867348486706,0.2518306316313427,1
2021-07-26,42.375800451804295,0.2503614670383457,1
2021-07-27,43.04454403130029,0.25272317071328304,1
2021-07-28,43.51235042910246,0.25848381431320516,1
2021-07-29,41.20565662965645,0.26038387701980364,1
2021-07-30,40.3534745620449,0.279714774695144,1
2021-07-31,39.29148420053865,0.26845548888218923,1
2021-08-01,40.960797722356055,0.27571303191986984,1
2021-08-02,41.02559831646803,0.2636615997048915,1
2021-08-03,40.86936386468991,0.2369772679649063,1
2021-08-04,42.05700076408555,0.1390066505989188,1
2021-08-05,36.74783621050392,0.2461301565827827,1
2021-08-06,38.00368984420126,0.25451117711939353,1
2021-08-07,38.32694616791521,0.23773950605323457,1
2021-08-08,41.10087124113956,0.23738058869136464,1
2021-08-09,42.00496847209986,0.23295524012754548,1
2021-08-10,37.04335145882341,0.17536945968168904,1
2021-08-11,39.3464204139718,0.17245699078815002,1
2021-08-12,39.190519873879104,0.17810447658319684,1
2021-08-13,38.82995661236789,0.19251364645432578,1
2021-08-14,41.435567034245985,0.23942931194934425,1
2021-08-15,41.28304568987724,0.24489829928694606,1
2021-08-16,41.798792889391336,0.23566722400913165,1
2021-08-17,39.58797674474712,0.20379379506288564,1
2021-08-18,43.11663214043382,0.24383946992168348,1
2021-08-19,42.22831179070225,0.2619963212165676,1
2021-08-20,41.72232133635046,0.21529333746560853,1
2021-08-21,38.74234287906796,0.267625732288249,1
2021-08-22,40.995193817914306,0.26563666125654056,1
2021-08-23,41.723633808884095,0.26429810508534335,1
2021-08-24,41.820108185751266,0.2599436470766662,1
2021-08-25,39.08263165357403,0.25207909524516753,1
2021-08-26,41.88346628837465,0.2483879096681898,1
2021-08-27,49.35688711662323,0.10700977140667955,1
2021-08-28,42.92616542341409,0.14555688878556794,1
2021-08-29,42.81920632330372,0.1696526023885494,1
2021-08-30,44.3106054651764,0.1747298371157021,1
2021-08-31,47.617870962437756,0.13703096592032793,1
2021-09-01,43.22038877559863,0.23385410411647328,1
2021-09-02,47.93906506167432,0.23877433099738637,1
2021-09-03,46.058269533182624,0.2656537996517987,1
2021-09-04,48.22405899653092,0.26655384682579597,1
2021-09-05,47.31767024688232,0.27683183133054706,1
2021-09-06,47.54166675743269,0.2653969931885692,1
2021-09-07,49.33875550379274,0.2740133766419542,1
2021-09-08,25.157271732428583,0.017265993385384815,1
2021-09-09,49.62314425551695,0.02254900774044355,1
2021-09-10,50.289063404035744,0.02945047974765158,1
2021-09-11,52.53316207437718,0.02115905234053639,1
2021-09-12,53.226352034201774,0.005848090913792459,1
2021-09-13,52.35760521747325,8.865028214732895e-06,1
2021-09-14,51.91277682285764,-0.009832978732392417,-1
2021-09-15,52.485098499955825,0.23228208135640993,1
2021-09-16,51.93276580061691,0.1845679810031039,1
2021-09-17,54.995287457974634,0.2229846569143326,1
2021-09-18,53.5925241364395,0.222417166185085,1
2021-09-19,54.636082941990296,0.2340870475947825,1
2021-09-20,51.2326308247905,0.24961390465484146,1
2021-09-21,56.2221323681665,0.2626329817222294,1
2021-09-22,53.36490126795196,0.25783025806810805,1
2021-09-23,56.376402494195936,0.25283830845252864,1
2021-09-24,55.81277916525448,0.25472772206347605,1
2021-09-25,60.29624376003106,0.21347364859348866,1
2021-09-26,57.78365480807898,0.1922958753797669,1
2021-09-27,56.837169117209896,0.24987453311400487,1
2021-09-28,62.24412272604419,0.17469505577000533,1
2021-09-29,55.55489875840516,0.22428471576142467,1
2021-09-30,59.26872405814654,0.22403499206276112,1
2021-10-01,55.7568972823032,0.22147116240120623,1
2021-10-02,59.715772983070046,0.22820616087878898,1
2021-10-03,58.88031441585042,0.22926868963077834,1
2021-10-04,59.31539257207132,0.2202664437861302,1
2021-10-05,61.29891007633863,0.23554953398908735,1
2021-10-06,59.90758220787495,0.26251351061195055,1
2021-10-07,62.25327113983345,0.2572249210325729,1
2021-10-08,62.782833249472276,0.21156418675428468,1
